sample,percentile,thresh_syfpeithi,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-BALBc_HTxB,0.76,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.755,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.755,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.755,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.755,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.75,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.75,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.75,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.75,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.745,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.745,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.745,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.745,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.74,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.74,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.74,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.74,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.735,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.735,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.735,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.735,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.73,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.73,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.73,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.73,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.725,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.725,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.725,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.725,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.72,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.72,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.72,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.72,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.715,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.715,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.715,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.715,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.71,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.71,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.71,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.71,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.7050000000000001,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.7050000000000001,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.7050000000000001,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.7050000000000001,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.7,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.7,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.7,1.0,2.0,-0.009400291531714157,98,1137
