sample,percentile,thresh_tcrbeta,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
D7B,0.6799999999999999,9.0,3.0,0.09468479326778333,113,1560
D7B,0.6799999999999999,9.0,4.0,0.08962748880669263,113,1560
D7B,0.6799999999999999,9.0,5.0,0.08638669392321816,113,1560
D7B,0.675,9.0,0.0,0.15204585249257574,113,1560
D7B,0.675,9.0,1.0,0.12161932757741606,113,1560
D7B,0.675,9.0,2.0,0.1035795478955143,113,1560
D7B,0.675,9.0,3.0,0.09468479326778333,113,1560
D7B,0.675,9.0,4.0,0.08962748880669263,113,1560
D7B,0.675,9.0,5.0,0.08638669392321816,113,1560
D7B,0.6699999999999999,9.0,0.0,0.15204585249257574,113,1560
D7B,0.6699999999999999,9.0,1.0,0.12161932757741606,113,1560
D7B,0.6699999999999999,9.0,2.0,0.1035795478955143,113,1560
D7B,0.6699999999999999,9.0,3.0,0.09468479326778333,113,1560
D7B,0.6699999999999999,9.0,4.0,0.08962748880669263,113,1560
D7B,0.6699999999999999,9.0,5.0,0.08638669392321816,113,1560
D7B,0.665,9.0,0.0,0.15204585249257574,113,1560
D7B,0.665,9.0,1.0,0.12161932757741606,113,1560
D7B,0.665,9.0,2.0,0.1035795478955143,113,1560
D7B,0.665,9.0,3.0,0.09468479326778333,113,1560
D7B,0.665,9.0,4.0,0.08962748880669263,113,1560
D7B,0.665,9.0,5.0,0.08638669392321816,113,1560
D7B,0.6599999999999999,9.0,0.0,0.15204585249257574,113,1560
D7B,0.6599999999999999,9.0,1.0,0.12161932757741606,113,1560
D7B,0.6599999999999999,9.0,2.0,0.1035795478955143,113,1560
D7B,0.6599999999999999,9.0,3.0,0.09468479326778333,113,1560
D7B,0.6599999999999999,9.0,4.0,0.08962748880669263,113,1560
D7B,0.6599999999999999,9.0,5.0,0.08638669392321816,113,1560
D7B,0.655,10.0,0.0,0.18122887220586434,110,1450
D7B,0.655,10.0,1.0,0.14537409798162718,110,1450
D7B,0.655,10.0,2.0,0.12446185782385319,110,1450
D7B,0.655,10.0,3.0,0.11409420825690333,110,1450
D7B,0.655,10.0,4.0,0.10819389789420472,110,1450
D7B,0.655,10.0,5.0,0.10441836021880181,110,1450
D7B,0.6499999999999999,10.0,0.0,0.18122887220586434,110,1450
D7B,0.6499999999999999,10.0,1.0,0.14537409798162718,110,1450
D7B,0.6499999999999999,10.0,2.0,0.12446185782385319,110,1450
D7B,0.6499999999999999,10.0,3.0,0.11409420825690333,110,1450
D7B,0.6499999999999999,10.0,4.0,0.10819389789420472,110,1450
D7B,0.6499999999999999,10.0,5.0,0.10441836021880181,110,1450
D7B,0.645,10.0,0.0,0.18122887220586434,110,1450
D7B,0.645,10.0,1.0,0.14537409798162718,110,1450
D7B,0.645,10.0,2.0,0.12446185782385319,110,1450
D7B,0.645,10.0,3.0,0.11409420825690333,110,1450
D7B,0.645,10.0,4.0,0.10819389789420472,110,1450
D7B,0.645,10.0,5.0,0.10441836021880181,110,1450
D7B,0.64,10.0,0.0,0.18122887220586434,110,1450
D7B,0.64,10.0,1.0,0.14537409798162718,110,1450
D7B,0.64,10.0,2.0,0.12446185782385319,110,1450
D7B,0.64,10.0,3.0,0.11409420825690333,110,1450
D7B,0.64,10.0,4.0,0.10819389789420472,110,1450
D7B,0.64,10.0,5.0,0.10441836021880181,110,1450
D7B,0.635,10.0,0.0,0.18122887220586434,110,1450
D7B,0.635,10.0,1.0,0.14537409798162718,110,1450
D7B,0.635,10.0,2.0,0.12446185782385319,110,1450
D7B,0.635,10.0,3.0,0.11409420825690333,110,1450
D7B,0.635,10.0,4.0,0.10819389789420472,110,1450
D7B,0.635,10.0,5.0,0.10441836021880181,110,1450
